Date		Western Magnitude Estimate	Soviet Reported Yield (KTons)
21-11-65	5.6				29
13-02-66	6.1				125
20-03-66	6.0				100
07-05-66	4.8				4
22-09-67	5.2				10
29-09-68	5.8				60
23-07-69	5.4				10
30-11-69	6.0				125
28-12-69	5.7				40
20-04-71	5.9				90
06-06-71	5.5				16
09-10-71	5.3				12
21-10-71	5.5				23
10-02-72	5.4				16
20-03-72	5.1				6
16-08-72	5.0				8
02-09-72	4.9				2
02-11-72	6.1				165
10-12-72	6.0				140
